Ghana,Upper East,Kassena Nankana East
Ghana,Upper East,Kassena-Nankana West
Ghana,Upper East,Nabdam
Ghana,Upper East,Pusiga
Ghana,Upper East,Talensi
Ghana,Upper East,Tempane
Ghana,Upper West,Daffiama-Bussie-Issa
Ghana,Upper West,Jirapa
Ghana,Upper West,Lambussie-Karni
Ghana,Upper West,Lawra
Ghana,Upper West,Nadowli-Kaleo
Ghana,Upper West,Nandom
Ghana,Upper West,Sissala East
Ghana,Upper West,Sissala West
Ghana,Upper West,Wa East
Ghana,Upper West,Wa Municipal
Ghana,Upper West,Wa West
Ghana,Volta,Adaklu
Ghana,Volta,Afadjato South
Ghana,Volta,Agotime-Ziope
Ghana,Volta,Akatsi North
Ghana,Volta,Akatsi South
Ghana,Volta,Anloga
Ghana,Volta,Central Tongu
Ghana,Volta,Ho
Ghana,Volta,Ho West
Ghana,Volta,Hohoe
Ghana,Volta,Keta
Ghana,Volta,Ketu North
Ghana,Volta,Ketu South
Ghana,Volta,Kpando
Ghana,Volta,North Dayi
Ghana,Volta,North Tongu
Ghana,Volta,South Dayi
Ghana,Volta,South Tongu
Ghana,Western,Ahanta West
Ghana,Western,Effia-Kwesimintsim
Ghana,Western,Ellembelle
Ghana,Western,Jomoro
Ghana,Western,Mpohor
Ghana,Western,Nzema East
Ghana,Western,Prestea-Huni Valley
Ghana,Western,Sekondi-Takoradi
Ghana,Western,Shama
Ghana,Western,Tarkwa-Nsuaem
Ghana,Western,Wassa Amenfi Central
Ghana,Western,Wassa Amenfi East
Ghana,Western,Wassa Amenfi West
Ghana,Western,Wassa East
Ghana,Western North,Aowin
Ghana,Western North,Bia East
Ghana,Western North,Bia West
Ghana,Western North,Bibiani-Anhwiaso-Bekwai
Ghana,Western North,Bodi
Ghana,Western North,Juaboso
Ghana,Western North,Sefwi-Akontombra
Ghana,Western North,Sefwi-Wiawso
Ghana,Western North,Suaman
