Uuid,Void/Retire,Name,_order:9000
70e97a3d-0084-400a-aace-50b50dc04ed4,TRUE,Pulmicort Flexhaler 360mcg,
bc56515a-cfb0-4dcd-a6e6-351e3bf1154c,TRUE,Saline flush 0.9%,
cd228fc7-699d-4d47-a11f-9e72c8e940f1,TRUE,Spiriva HandiHaler 18mcg,
88b343c0-a9e9-4b45-b57e-cc7014ab7f34,TRUE,Sulfacetamide 0.1,
07a5d160-973c-422b-89db-9aeddd8d70a1,TRUE,Voltaren 1%,
d6f041d9-cf9b-4208-87fa-355a4ef6fcaa,TRUE,Zofran 8mg,
3cff7277-8c40-40fe-bdee-79c04376447b,TRUE,Zyrtec 10mg,
1f00446e-7247-4c01-88b3-8ca215e29e23,TRUE,Zyrtec 1mg/1ml,
2c9027fa-3723-491c-bbed-8989f0d4dabe,TRUE,Acetasol 1%+2%,
c6f97741-1f9c-4b25-8af1-dcf3fe720d7a,TRUE,Bactoclav 500mg+125mg,
cd280c73-ebfd-4213-8706-3ebce0019156,TRUE,Breo 100mcg+25mcg,
e153441b-af4a-4fcf-aa7f-3bc2419520fa,TRUE,Breo 200mcg+25mcg,
3ac7c011-1168-4eb6-b071-6ee11d1e2b24,TRUE,Combivent 18mcg+103mcg,
c5551705-ce62-4054-97e1-7eba697c0b77,TRUE,Malarone 1g+400mg,
6bea54c9-97d5-4a9b-90fe-ee5ac2a9dd1c,TRUE,Malarone 250mg+100mg,
0ade342f-abe3-4195-bcf4-16e2b502da26,TRUE,Proventil 2.5mg,
b5b194a3-efc9-47b0-8406-db87092c23e2,TRUE,Rapidal Plus 162.5mg+100mg,
4eb11496-3275-4087-ab5c-b1e4ea885e99,TRUE,Acide Folique Co 5mg,
123c4342-552a-4db9-bb0b-a7d0bd2e5849,TRUE,Acyclovir Co 400mg,
45aaf344-e567-4716-be52-4a7a642305c1,TRUE,Acyclovir Sirop 200mg,
a74fe93c-b023-4159-8bd6-5d40a0909636,TRUE,Acyclovir creme 3%,
22269776-0866-4d7f-b4f6-901d31531f83,TRUE,Acyclovir ophtalmique 5%,
77addc86-5036-4a82-b722-826635e1ce0b,TRUE,Adrenaline Injection 1mg,
37302e59-9824-4ec3-a8f7-6b491a5ee183,TRUE,Albendazole Co 400mg,
7bf6328a-4194-484e-846f-a98bd41634e8,TRUE,Albendazole Sirop 400mg/10ml,
39a96958-781f-4d84-a9e8-56f6dfbf9061,TRUE,Albuterol Inhalation 2.5mg/3ml,
c3fb68d0-ba3d-4b94-bcb8-b2286d9b0358,TRUE,Alpha Métyl Dopa Co 250mg,
58a9f6d0-1092-4c9c-b195-fbd7e43b39dd,TRUE,Aminovit Gtts,
1eebc619-5593-44be-9057-041df86b06ae,TRUE,Amoxycilline Sirop 125mg,
d879219a-a74d-4a4a-a893-ebeb5594c629,TRUE,Amoxycilline Co 500mg,
a0f54b5b-0eda-49aa-82be-3634df0de78f,TRUE,Ampiciline Injection vial 1g,
c3e48c79-8b02-4442-9480-8f656a353b89,TRUE,Othorinol Gouttes 30mg,
8e89914e-560b-4ac1-851c-ffeb54cb677f,TRUE,Apetamine Sirop,
a42089dd-e91e-49a3-8c17-8571f2e5a404,TRUE,Apressoline Injection vial 20mg,
02dd2a8e-1a8f-49cb-bc06-daf9e1af16ba,TRUE,Aspirine Co 81mg,
dae4050d-c309-4a20-a62e-e84d192e1e87,TRUE,Atenolol Co 50mg,
4f93c00b-cf6e-48a1-b1da-ab3551915e25,TRUE,Bebe Sirop,
c872abc2-47ed-4eb2-bd6e-b6dbf6d6a95f,TRUE,Benzyl Benzoate Lotion 25%,
3f9e7636-7443-45bf-a3fb-fd0530d3d43a,TRUE,Bromexhine Sirop 4mg/5ml,
1d153d70-219e-4683-96c2-c1337a2eea85,TRUE,Calamine lotion,
1483054c-f2e7-499c-adf2-7c9a51ccc055,TRUE,Captopril Co 25mg,
da1aafd5-78a3-4848-8057-63a424b0aead,TRUE,Chloroquine Sirop 25mg/5ml,
588c4abc-3b4b-43c8-a55f-5e80b2c90f1e,TRUE,Chloroquine Co 250mg,
9b305550-beb8-4c7b-a800-caab72438430,TRUE,Ciprofloxacin Co 500mg,
ee3e761a-3d43-4c51-98a3-cc2bd94946b6,TRUE,Clarithromycine Co 500mg,
1a2354cb-3a85-4af9-8f36-d5146bda46a1,TRUE,Cloxacilline Co 500mg,
ea44b958-6805-40ad-a6e3-7b67aa2fe0d1,TRUE,Cloxacilline Sirop 250mg/5ml,
1cd391d8-ed72-4c61-a203-faf40bee6921,TRUE,Augmentin Co 625mg,
f0ab1781-bf08-4c5e-9b32-2d51e1d5a38c,TRUE,Bactoclav Sirop 312.5mg,
eb4fedd3-154d-43f8-ad6c-d89930b1e175,TRUE,Dexamethasone Injection vial 8mg,
ec535874-98d9-463c-a12a-42fa070c2f22,TRUE,Dextrose Normal Saline 0.9%,
3bc9e3a2-c85a-488b-b9a7-8e5fcafe2f81,TRUE,Dextrose Normal Saline 0.45%,
f6438215-66a1-4e8f-a57a-b747981fd8f6,TRUE,Dextrose Water 5%,
f8e266ec-24c9-4f64-89b0-33f1a052bd57,TRUE,Dextrose Water 10%,
0e8496ea-c8f7-4f08-abef-994e3c3243a2,TRUE,Diazepam Co 5mg,
2dca268b-fdb8-42f2-85eb-73a884c020ce,TRUE,Diazepam Injection vial 5mg,
7bedc809-05bd-4baf-bd4b-5a21d9e48a01,TRUE,Diclofenac Co 50mg,
2832337e-3ef1-47fa-8a46-2bc6e9910353,TRUE,Diclofenac Injection vial 75mg,
62ee5947-bf62-4a42-8c07-0f939f766afe,TRUE,Dolex Pommade,
c6f2a3cb-b57f-4537-a179-ea0764d38690,TRUE,Doxicycline Co 100mg,
33558e37-627d-475f-b18f-5e5baf0ac0a6,TRUE,Dyphenhydramine Co 25mg,
a377a5e6-0992-46c5-b5b0-5e3aafa27e16,TRUE,Dyphenhydramine Sirop 12.5mg/5ml,
3e3c72db-491c-4690-be8b-1f2528fa3266,TRUE,Dyphenhydramine Injection vial 20mg,
f3a1a212-12bc-43bd-b03f-73aeaac1379e,TRUE,Dypirone Inj vial 1g,
38978734-0960-4c7d-bb1e-725532bc4c6a,TRUE,Enalapril Co 10mg,
872c01c8-e9c9-478f-b2f6-87acf661ab6c,TRUE,Ergotamine Injection 2mg,
cbbc7d55-db59-4ea3-9f3b-d3709b1bb82d,TRUE,Erythromicine Co 500mg,
74c26d25-3b98-4bf7-b962-3de028b352a7,TRUE,Erythromicine Sirop 125mg,
2b05efc6-833d-4718-9e39-6aab785cbfce,TRUE,Fer Up Sirop,
114d5a9f-f369-4976-9eb7-1f78050c6a9b,TRUE,Fer Folate Co,
a67aaa3a-0e89-4bb7-abf0-54eb6edbecad,TRUE,Globugen Sirop,
2f76266a-a841-4147-9401-c6b8409b8ccc,TRUE,Fluconazole Co 150mg,
824dcc1b-27b7-459c-8f41-026b3af8dbe4,TRUE,Fongobacter Rince Bouche,
109ca9ff-5a43-42bd-b039-ba08c683ebb5,TRUE,Furosemide Injection vial 20mg,
eff805bf-db0e-4adf-9a3d-9a5039083016,TRUE,Furosemide Co 40mg,
f8b1ef4c-66b6-4520-addc-ee58dd011c65,TRUE,Gastrogel Sirop,
0113c442-4959-430d-a389-8cbafa2b8733,TRUE,Dextrose D50,
80143eee-aad0-42bc-885c-7b84fa9d9f44,TRUE,Glybenclamide Co 5mg,
a491df48-4a2f-4f4a-a1b0-8bde19af5fb3,TRUE,Griséofulvine Sirop 125mg,
d07d5371-355c-4c61-9469-3f354f7edd5e,TRUE,Hydrocortisone creme 1%,
baa212eb-23a2-43c4-b2ac-badf95eac406,TRUE,Hydrocortisone Injection vial 100mg,
daf6e832-5615-44ce-a512-6f1c239245d9,TRUE,Hyoscine Butylbromide Injection vial 20mg,
f05dd6ca-43d0-45ea-93ef-8d82483bbdc9,TRUE,Ibuprofene Co 400mg,
3b3e2029-84c4-4472-85b4-a1f1af0885b6,TRUE,Insuline R 100UI/1ml,
5b420f3b-7584-4934-b457-91d6f94ff6b7,TRUE,Ketoconazole Co 200mg,
aa42752c-af45-449c-ae9f-30c6e272cee4,TRUE,Ketoconazole Shampooing 2%,
92247357-ccd3-4f83-9362-f40a103f4cd4,TRUE,Ketoconazole creme 2%,
c00019ed-8b20-4445-891e-6de8fd9e6d33,TRUE,Ketoconazole Savon 2%,
5360f695-a3e2-4593-9426-69ef43781877,TRUE,Losartan Co 5mg,
b35c87c8-fb39-4ca4-aae9-0986349c5eaf,TRUE,MGSO4 25%,
7a563628-d9c4-4a25-8193-207199051785,TRUE,Metoclopramide Co 10mg,
66319a6e-d296-4929-b7ed-b2ff8e108bc9,TRUE,Metoclopramide Injection vial 10mg,
2421535d-e55e-4fa0-9dd5-039d8a63ed6a,TRUE,Metoclopramide Sirop 5mg/5ml,
1ea6b0b2-25d7-4279-b4ee-ccbacd60d17a,TRUE,Metoprolol Co 50mg,
c554ffb2-5706-4623-a89a-008366cd564c,TRUE,Flagyl 250mg,
edc8ef37-594e-48e9-83e9-7b7c5e6fc3be,TRUE,Metronidazole,
24de32d2-6d1f-4e53-b047-93e6729228c4,TRUE,Metronidazole 250mg,
5690d13c-595b-4e29-bc7f-711afc8e7a16,TRUE,Metronidazole Co 500mg,
1f17613f-0e53-4609-9856-558ed43e085d,TRUE,Metronidazole Sirop 250mg,
c933dc30-36f6-471f-bca6-53d8a682dce1,TRUE,Metronidazole et Nystatin Ovules Vaginales 500mg+100000UI,
2b6dca2c-1499-4724-8648-42d996a57c6d,TRUE,Tilvit Sirop,
25dc03a6-b2ca-46d5-8121-43ab025b3e9c,TRUE,Neomycine creme 5m/g,
057862ef-9fe0-40c8-8955-3149b25c4a70,TRUE,Nifedipine Co 20mg,
31fe8ffe-3a78-435c-81b2-153fa11deb32,TRUE,Normal Saline 0.9%,
5650eb5e-97e5-45ed-8b61-46920d3bbc43,TRUE,Normal Saline 0.45%,
17e9b385-de8b-4d60-a7de-c37cbe2a3d1c,TRUE,Gouttes Nasale 0.9%,
e5574e71-17ea-434f-8649-eba766be4087,TRUE,Nystatin creme vaginale 100000UI/g,
9e1837cf-0e08-41b0-90c0-11bdd0c4c046,TRUE,Nystatin Sirop 100000UI,
c10cc9b5-c1ec-4d73-9192-9dc6b40e16f9,TRUE,Omeprazole Co 20mg,
d16da6ff-03e6-49d3-998c-c4c0e77d811f,TRUE,Otocare Gouttes,
78e814ac-0974-41cc-8283-4487ccf32370,TRUE,Prednisone Co 5mg,
57b30902-bce2-4279-ac22-b6d3fe5a4308,TRUE,Primaquine Sirop,
7a1398d1-4667-4123-8633-db03f53299c2,TRUE,Primaquine Co 7.5mg,
01999b32-4e32-4a7b-92b9-515185f60e21,TRUE,Ranitidine Injection vial 50mg,
79c12ca2-0755-4bf4-b509-8c72239536f9,TRUE,Ringer Lactate,
3099b446-010e-426a-ba02-bf62f1077f2e,TRUE,Salbutamol Pompe,
0f4627ca-7bb4-414f-a07e-5d24c0d3a442,TRUE,Salbutamol Co 4mg,
d39b535c-9a32-49c1-b339-e512d811c44d,TRUE,Salbutamol Sirop 2mg/5 ml,
13b68d05-a6c1-43ac-ae12-a68eb8459ab6,TRUE,Di-Gas Gtts 40mg,
e5e8b45b-83db-4a9d-8cd4-398c4e8081fa,TRUE,Simvastatin Co 20mg,
18ce1953-f81d-4443-8b81-c3ec6d891767,TRUE,Sorbacid Sirop 375mg,
3171aeb3-5475-4ea2-b662-531f0c732716,TRUE,Ophtalmide Gouttes,
bebc4d5f-df7b-485a-9b3b-3420f536cb6f,TRUE,Cotrim Co 960mg,
bed41e87-9cfc-4d1f-9b44-c23732e6c162,TRUE,Cotrim Sirop 240mg/5ml,
a8c6dff1-2d10-4002-8adc-f9a1a86b611a,TRUE,Tetracycline,
fa34b226-60bf-4597-8047-72e2b5ef549b,TRUE,Tetracycline 500mg,
ff3576e9-5c64-432a-9cc4-de46e808a290,TRUE,Tetracycline Ophtalmique,
80aded9f-32f0-4d5d-800c-043508f65ad8,TRUE,Trazidex Onguent Ophtalmique,
