Uuid,Void/Retire,Fully specified name:en,_order:2400
f1e6e3c0-acf9-478a-b69e-94cf54a0d45b,TRUE,Dopamine,
b571adbe-388f-4219-be01-343738d3ed80,TRUE,Doxycycline,
d612ddcc-9d3b-4489-97e1-22893c9735df,TRUE,Enalapril,
e5c615d2-e6d6-463f-945b-92afb28e027f,TRUE,Ethamsylate,
706797d0-635b-44d3-a46c-ddbe0d8483c1,TRUE,Ethionamide,
7f097fc4-be12-4916-99e5-4ebdc8abe832,TRUE,Etophylline & Theophylline,
e2650794-cf62-4a1a-a678-0bcc3bf21323,TRUE,Finasteride,
32d6f1a8-7a0d-46f7-845a-84e3a27e686e,TRUE,Fluconazole,
ce9896a2-de40-4b8e-88fb-e6477eb27f18,TRUE,Fluoxetine,
9486be67-f05f-44a3-8962-0746f0904f1b,TRUE,Folic Acid,
a82fd4d8-1898-4aa3-86dd-5a0c09381a3f,TRUE,Frusemide,
81e598ec-f743-409e-8e35-1a682339042d,TRUE,Frusemide & Amiloride,
9f6c3927-2a31-485c-8735-f10b9951aef9,TRUE,Furosemide,
cb8b19e0-efae-44a2-923f-c65a08595cbf,TRUE,Furosemide & Spironolactone,
41bf087e-6031-4735-a310-7d6232f2b027,TRUE,Fusidic Acid,
0c0563de-cd06-49de-8b31-af79d668b81b,TRUE,Gabapentin,
f59f2ffe-18b9-4534-b15b-9e8f4ef41bbd,TRUE,Gamma Benzene Hexachloride & Cetrimide,
1b6b830c-068d-460d-8411-c42ffe7b0331,TRUE,Gentamycin,
c30f5267-e067-4e01-9b88-8f4ee5c7c069,TRUE,Gentian Violet,
e94c6d4c-589d-46c5-a971-99070df288a8,TRUE,Glimepiride,
6b90f8e8-2406-45f0-bec4-19d65477147f,TRUE,Glycerine & Sodium Chloride Enema,
604fc052-da3e-4032-aeb8-3f88a8041448,TRUE,Glyceryl Trinitrate,
5831575c-89a8-45d5-a02e-ac194d70c064,TRUE,Haloperidol,
a2956625-0a07-48b7-9344-3cb707dcd542,TRUE,Hydrocortisone,
fd8e84b9-be65-4a8f-b5e1-1b0f80a09035,TRUE,Hydrogen Peroxide,
44dbd31a-7c2d-422d-b584-004532e4aaff,TRUE,Hyoscine Butylbromide,
ff5cdb18-0258-4467-bf1f-35c7b6339767,TRUE,Ibuprofen,
46a9fa37-d6f2-4f72-8a16-c1a76008f508,TRUE,Ibuprofen & Paracetamol,
1550184e-b01e-487e-98e6-6be5affdd67d,TRUE,Indomethacin,
aee5f376-e00c-46f3-83ef-3759e54f85a1,TRUE,Insulin,
3fce12df-5872-4466-841c-2ec8e195733b,TRUE,Ipratropium,
d5a8fc85-6ee9-4983-a056-f4d3449f6af8,TRUE,Ipratropium Bromide,
c65d61af-b804-4a17-8f6b-b6d758fcf75a,TRUE,Isosorbide Mononitrate,
b4f9dd7f-4718-47ab-8697-9ce41548452e,TRUE,Ivermectin,
bc2a1619-fd05-479e-a122-5de978ef114d,TRUE,Ketamine,
73e9e187-7164-4e0a-bb36-0a7178406288,TRUE,Ketoconazole,
b24cc360-c046-44cf-a6be-e4aeb385992e,TRUE,Lactulose,
98dbb9b2-9859-4b68-b08a-78f88f629d40,TRUE,Levofloxacin,
9ee39084-8962-48d8-bb31-fb89337e8bce,TRUE,Levonorgestrel & Ethinylestradiol,
e61d0a67-a5a6-44e7-8907-6a82d765ca1f,TRUE,Levothyroxine,
7eb9a61f-a390-4bc4-bc07-c5b1520d3cb4,TRUE,Lignocaine,
c38432d2-3b74-4431-8b60-12a6b053394b,TRUE,Lignocaine & Adrenaline,
502a66e9-2eb3-4e13-926f-57fe9d393a94,TRUE,Losartan,
0bdba7cc-fcd1-41e1-8f79-6407d2835a78,TRUE,Magnesium,
00fe2104-f143-4250-ab30-d22ca130e685,TRUE,Mannitol,
00e041c7-1731-4d0f-bf0d-980192ad38c1,TRUE,Medroxyprogesterone,
fcac77cf-fd5d-4083-9426-1591531bdb84,TRUE,Medroxyprogesterone Acetate,
017dcf18-5ba3-4aac-b12a-27a5df1ffee5,TRUE,Methotrexate,
79ae8e90-0903-41fd-a727-deca362b1d2e,TRUE,Methylergometrine,
fa2a3b41-e500-45cd-8f93-e7d77d5db398,TRUE,Metoclopramide,
c929e588-db44-4d91-8040-d82cd21744d1,TRUE,Metronidazole & Diloxanide,
75fd74ef-1b85-4fac-9a44-b56eb5c2b2a3,TRUE,"Metronidazole, Chlorhexidine, Lignocaine & Menthol",
75354dd0-4650-438e-a819-b1bee23e0f0e,TRUE,Midazolam,
62000346-9e4b-4462-bd36-561804ad10ad,TRUE,Mifepristone & Misoprostol,
75523cab-d099-40a9-aaed-8ac097d88014,TRUE,Miltefosine,
30754108-af96-41aa-adee-2b6556bc48f3,TRUE,Mirtazapine,
eb3c251d-b345-4517-9438-8ffb9336ebc9,TRUE,Misoprostol,
77a46432-ce20-4aab-96dc-6a12feac08b4,TRUE,Naloxone,
a1b11bd9-f344-432a-877e-c12784c1acc1,TRUE,Neomycin & Polymyxin B & Bacitracin Zinc,
251a17f9-c229-4aee-9555-9bf7620b2a5a,TRUE,Nifedipine,
e678879b-630d-441c-aa5e-e93f6eff038f,TRUE,Nimesulide,
64d72b1f-2585-48e2-b66a-0da320d068da,TRUE,Nitrofurantoin,
cc4a27b0-78cb-4d3d-9c85-51f4a06d1f4a,TRUE,Normal Saline (NS),
3bb1e50f-7d8e-440e-8bc9-9736d147a5bd,TRUE,Ofloxacin,
df3f7c1f-dac8-429b-ba38-90d770c1253c,TRUE,Omeprazole,
4f4a63d6-b45c-48fa-9382-d35b6ea20c87,TRUE,Oral Hormonal Contraceptive Pills,
98764756-01cd-4a55-a339-b33ab13c4b46,TRUE,Oral Rehydration Solution (ORS),
e16636a1-5350-40b3-9a42-a806996687e0,TRUE,Oxymetazoline,
2a301cf3-7a51-487d-8a07-5f9db3baafd7,TRUE,Oxytocin,
2ba5c05a-357c-4469-b83b-2b8d30ca126c,TRUE,P Dextrose And Electrolyte Solution,
b3ed709f-f800-4ea9-bbba-f52c69ef0d86,TRUE,Pantoprazole,
2f24dfb3-a88d-435f-989d-12673a2a005b,TRUE,Paracetamol & Codeine Phosphate,
8686e582-0eff-45d6-bd70-a75f3478d338,TRUE,Paracetamol Paediatric,
214ebdfb-2940-42f8-a5e6-e04c2455c1c5,TRUE,Paradichloro Benzene,
9d7acd58-f181-4be0-9350-bcd152512451,TRUE,"Paradichlorobenzene, Benzocaine, Chlorbutol & Turpentine Oil",
ec1d2aab-f420-4442-94cc-425158e6d6e5,TRUE,Pheniramine,
a83d9a71-15da-4b26-81e6-c7845e3f5986,TRUE,Pheniramine Maleate,
172ca645-fdf5-4b81-b521-ded7718a869f,TRUE,Phenobarbitone,
885e1f5c-ad78-4614-98a6-b03760030a11,TRUE,Phenytoin,
818ef5bc-4455-4c4d-ba15-a9082ec416e9,TRUE,Pilex,
bcd42942-6c33-4195-a857-e3b62da29711,TRUE,Polyvalent Anti Snake Serum,
a5547d6c-7e42-4a50-94e2-8e6e73aa6afe,TRUE,Potassium Chloride,
159bc783-b046-433f-93ef-9b33496f962e,TRUE,Prednisolone,
2e873fde-66b3-41b4-bdb7-1c29c8d5e1cf,TRUE,Primaquine,
5ec1c55d-1874-4616-a950-585453a5b710,TRUE,Prochlorperazine Maleate,
983d2877-a259-4a77-8f0e-985e5b97fec7,TRUE,Promethazine,
5dd2c915-f10d-4e97-945d-bd62d7eae63c,TRUE,Promethazine Hydrochloride (HCl),
ed70dd9f-fa19-48e9-9218-ce2998c63c49,TRUE,Propofol,
062fc7f6-3d11-409a-96f7-a60cd8a71a36,TRUE,Propranolol,
14f9dc07-8881-41fe-aee6-0f2ab502d0c3,TRUE,Pyridoxine,
35191c44-1b60-4f6f-b378-d3bc34b83612,TRUE,Pyrimethamine Sulfadoxine,
a0660319-fed1-4830-ad75-4c9e02519fc5,TRUE,Rabeprazole Sodium,
4c187e9c-3623-4763-94b4-86426e6a447f,TRUE,Ranitidine,
b85c29f2-21fe-4384-ab1e-b98f35112702,TRUE,Risperidone,
b368b7f7-f87b-4414-9537-1f6bee82e448,TRUE,Ringers Lactate (RL),
9088359a-587f-4dbc-b13e-b3c38a07cd85,TRUE,Salbutamol,
1dd509c8-b38b-4e7e-abde-8fc87652efc5,TRUE,Salbutamol & Bromhexine,
702e6e2b-6098-4b48-9398-897faffe9e66,TRUE,Saline,
26eafc63-b224-4b57-afb9-55c7c4a7686e,TRUE,Silver Sulphadiazene,
c5d5c9ba-02fe-4c57-ad35-db23e8138561,TRUE,Sodium Valproate,
d4c72168-24b0-4d22-ba60-848e7c146333,TRUE,Spironolactone,
becdbefb-d88b-4a21-affa-46a2c5dbdbdb,TRUE,Sulfamethoxazole & Trimethoprim,
7d576a6f-1755-44f5-8fd6-2b3a848c6bb5,TRUE,Tetanus Antitoxin,
f97877a1-a7c1-4965-9c49-8cd5ad0c0a70,TRUE,Tetanus Immunoglobulin,
98b66058-5de5-4a1e-85ef-ec981bee6ad3,TRUE,Tetracycline Ophtalmic,
49abc01a-a419-4941-9d9b-8c6eacc105b0,TRUE,Tinidazole,
5d750d5c-8d7f-4917-a4db-42a252f1f42a,TRUE,Tizanidine,
34daf0c8-739f-4649-9d96-b45a32a233d6,TRUE,Tramadol,
c6557538-cc7e-4ca8-bfeb-80ff5c4f4976,TRUE,Tranexamic Acid,
89c0742a-477b-4292-bf7d-b9e57aa002f0,TRUE,Triamcinolone,
ace96e9a-ad72-49bc-a662-49f9b143f05c,TRUE,Trihexyphenidyl,
2e5adbd4-8ddf-4848-ade4-ebd8d16e9c3f,TRUE,Trypsin Chymotrypsin,
0a3353a4-ddf7-4a65-b882-3da94520c565,TRUE,Tuberculin Purified Protein Derivative (PPD),
ffa61758-5521-463b-a8a6-ca074f407fd2,TRUE,Valproic Acid,
040cf656-a2ac-4807-923f-a35eec824f0f,TRUE,Verapamil,
836b7f4c-9e3c-4a53-bb08-ab8990b5b9d8,TRUE,Vitamin B Complex,
62f323dd-2a15-43b3-a633-08114aa4984d,TRUE,Vitamin K,
5e97fe35-58df-4925-bba7-7c49d75268a1,TRUE,Warfarin,
e3d3ea1c-4e80-49d6-8e0c-57680f0139d5,TRUE,Zinc Sulphate,
095d1d67-1f62-4731-aa4e-a76bb77f2fa9,TRUE,Methimazole,
e770a760-5e8b-42d8-939f-c7b12ea3754f,TRUE,Multi-Vitamin Adult,
8a52cbaf-7303-44a8-ba47-976c4104f9d7,TRUE,Multi-Vitamin Children,
564a7a84-148f-4814-a520-d0351dbea6dc,TRUE,Multi-Vitamin Prenatal,
1e10d8c9-36f0-4d6b-8ff6-7a453876d512,TRUE,Tenormin,
72c81a79-f281-40ac-a54c-bed78c89e385,TRUE,Celecoxib,
f381801c-7c75-4ab9-bdfe-3caa07175dfc,TRUE,Calcium Carbonate,
da550975-a6c3-47f2-b568-1e2e749644c7,TRUE,Glipizide Er,
2dc41359-1deb-4a83-b5ae-82c7df066bb4,TRUE,Bacitracin,
984a9a0b-13f6-4bb4-b55d-c51d5ce225c9,TRUE,Nystatin,
0f5a1ae5-e52f-4252-96c4-895487daa4ff,TRUE,Valacyclovir,
18e51e1e-544c-4716-a87b-79748cb46229,TRUE,Gamma-Hexachlorocyclohexane,
43338e03-ed88-43c9-af23-995d91b94c0d,TRUE,Amoxicillin & Clauvulanate,
3c1e94bf-2892-461c-8d95-32bd533802a6,TRUE,Cefuroxime,
0fef4696-0ca0-4d5d-9fd2-69735171412f,TRUE,Atovaquone & Proquanil,
c5a918a7-e968-4836-b8c3-15f7e1b22373,TRUE,Fluticasone & Salmeterol,
04cda318-f9d2-4c09-bf27-8597b9bbdc68,TRUE,Budesonide & Formoterol,
39aee96f-314c-4535-a249-171b4191b70f,TRUE,Fluticasone Furoate & Vilanterol,
6ad5a53a-4d46-475e-9de9-d16a4ee9bbfe,TRUE,Tiotropium,
7e31f224-d756-41e6-9fd0-eb5ce3985460,TRUE,Budesonide,
445f380a-f693-4100-9c9a-e43b73635039,TRUE,Albuterol,
55db5ea6-2a10-4782-acbf-6971017de4b6,TRUE,Levabuterol,
5a26faba-ca4c-458c-9f41-2a75e242694e,TRUE,Polyethylene Glycol,
1a88b47f-b42f-414c-a159-c0261634441d,TRUE,Docusate Sodium,
e0e07cd2-9da6-492f-bbfa-8599e87ad9a4,TRUE,Senna,
2950f6c0-e75a-458e-9585-4096b9c759bf,TRUE,Loratadine,
1d4d3f02-ccf9-4c9e-b321-486b75c50924,TRUE,Diphenhydramine,
8d27dba5-b2ee-4f02-acb7-49e63267cdfe,TRUE,Prednisone,
fefa8262-934f-49c5-827f-be9533a4cd94,TRUE,Tramadol & Acetaminophen,
85be45f9-2e97-4427-a1f8-0d3b830bef11,TRUE,"Peanut, Sugar, Vegetable oil, Milk, Vitamins, minerals",
4d159957-5f5c-444c-9637-8ab41e564f1f,TRUE,Cyclobenzaprine,
6315c226-01f6-4c59-9332-74f5347c3ef7,TRUE,Permethrin,
965b643b-c07e-4959-8476-172e4aa5c4f9,TRUE,Miconozole,
af2ea7b7-e1f3-4e26-be0d-7d67242b8fd4,TRUE,Tolnoftate,
4ceec0ac-5c27-4c46-bb21-73dde18d02bd,TRUE,Lidocaine,
1b296ced-55cc-48b7-96c3-9447267d1302,TRUE,Benzyl Benzoate,
37466129-caab-4a63-b050-95f6d7024ef6,TRUE,Glyburide,
73e70d41-9b9c-467d-b7a8-8ca548d34031,TRUE,Cefaclor,
fdb394d2-4ed8-4a8f-be4b-a37e3a783537,TRUE,Famciclovir,
42bd60df-ddbb-402e-afb0-55479036d9c2,TRUE,Minocycline,
be063ef1-5a35-491c-b521-fd93bcad0117,TRUE,Clindamycin,
587a6e6e-3675-4c92-bac0-a5c99ce1425e,TRUE,Tobramycin & Dexamethasone,
fb23af41-6811-4e45-b0ee-dc1c0e2239cb,TRUE,Methylprednisolone,
17faad0f-246e-40fa-ba44-182e08ad51e5,TRUE,Tetrahydrozoline,
8f446491-b746-43ae-bb22-1511aa0c5e29,TRUE,Fexofenadine,
0e35f48a-437d-4f32-8b83-bfb20c814457,TRUE,Guaifenesin,
73e97253-5b15-4893-bd83-d4aca5f57eb7,TRUE,Aclidinium Bromide,
dbd7f53b-ea41-4cdd-bfe1-32d47536b469,TRUE,Amoxicillin & Clauvulanic Acid,
5a2b62f9-6254-4ef1-925b-0224f8dfefb1,TRUE,Atovaquone & Proquanil hydrochloride,
f5e348b5-ecd5-47cf-9a37-78e7ef08978d,TRUE,Captopril,
7c929bab-b652-4ef1-b0de-6d98c6cee180,TRUE,Chloroquine phosphate,
213140e7-8ea5-467e-8915-014de88149b2,TRUE,Corticosteroid,
8d26417d-5d45-4ca8-9d91-c18ae5792c8b,TRUE,Emollient Lotion,
bbd3baa3-64bc-443d-b794-d684b413d7dd,TRUE,Erythromycin estolate,
d49e1658-7a16-41d2-8937-4c785a8f6d4b,TRUE,Ferrous sulfate,
59c4799f-151b-4479-a9c8-a05a27893d29,TRUE,Fluticasone spray,
3332a02d-c154-45e8-ae0a-b9d36c899770,TRUE,Hydrocortisone & Acetic Acid,
36b65481-8912-496e-b26a-10da10cd1d4e,TRUE,Iptratropium bromide & albuterol,
6a5c3069-492d-4aa3-99a1-93497fb3d1c9,TRUE,Lansoprazole,
6ff87358-869f-4756-b74d-dda05de51848,TRUE,Odansetron hydrochloride,
28001e9e-9369-421a-8e01-f2d9d68f0784,TRUE,Oral rehydration therapy,
8540ed16-f5ba-4abb-b707-6abd20032a84,TRUE,Propranolol hydrochloride,
f7977809-0fbe-47a4-8905-e375bcb31f3f,TRUE,Saline flush,
516e7c1e-9019-4c19-a853-862e4a8fd8c1,TRUE,Sulfacetamide,
33bf57ae-526a-469f-8e88-a2fd07bd9da9,TRUE,Tiotropium powder,
e28a653a-d7fc-4158-989f-9515963ea3db,TRUE,Triple antibiotic,
70f0f39c-9a43-4902-9f56-d7f8007f5c6c,TRUE,Eye glasses,
3fc18bdb-948e-4573-add5-37d75853daf6,TRUE,Orthopedic device,
b88ca045-2707-4fff-b383-89840293334d,TRUE,Heatwrap,
84bb5c70-878b-45c3-96e7-3282e4121e02,TRUE,Alpha Methyl Dopa,
07470e7f-f959-4344-89f6-8e6a0f442bef,TRUE,Antipyrine,
66de98f3-03e1-4733-9534-1f59dee19429,TRUE,Apetamine,
a6ba4400-1db2-4d47-854f-3342204995ba,TRUE,Apressoline,
ca2598c9-64d9-475a-b506-b6cc81741a61,TRUE,Bebe Sirop,
7736310e-38d7-4a06-804b-086874b76876,TRUE,Bromhexine,
a4615855-e041-4352-baae-339940d274f7,TRUE,Co-Amoxiclav,
b50b13e1-4188-447d-8fbc-bd29fb91daa3,TRUE,Dolex,
ec4cfcae-c438-48fb-b2e5-e696d7172270,TRUE,Dypirone,
5f9d24b2-ac16-40eb-be4c-ab16af8f8faa,TRUE,Ergotamine,
d1274833-6c0e-480c-9c0a-b656156e6e7f,TRUE,Ferrous Folate,
f83db0a5-cf84-4d4e-a3bc-32eff500c578,TRUE,Fungobacter,
e6701098-9f0e-41f9-9c9d-fcdb57715bef,TRUE,Glipizide,
c1131909-2911-4aa2-8b6c-ae7927f0ee90,TRUE,Glibenclamide,
c9c0c627-7ba6-4880-a702-cfc985a296fa,TRUE,Griseofulvine,
7dc18dde-ad3f-405a-be1e-8fc15a01cd91,TRUE,Metoprolol,
f9608d19-a304-4508-9074-4858cd3ccbed,TRUE,Metronidazole and Nystatin,
dee29eca-5758-4d7f-a98d-9a20551aaac3,TRUE,Neomycin,
a86aa3b5-1e6e-4eb0-bc3c-e564d60eb490,TRUE,Benzocaine-Chloroxylenol,
3fc5c46f-9c31-46ef-b96e-a12216f93a62,TRUE,Simethicone,
3cba8193-4ffd-4cc3-828b-3269da016da5,TRUE,Simvastatin,
0f57f6ea-d4bf-4291-98a0-81eacbb8b49f,TRUE,Sorbitol,
8836eada-b012-423d-bb77-e4da796f5885,TRUE,"Acetaminophen,Pseudo-ephedrine,Dextrometorphan,Chlorpheniramine",
b7bab21f-5d84-4e48-b056-bdc25e696365,TRUE,Vitamin C,
e0cf9a43-ec8a-4b41-a856-688983c1a974,TRUE,Amino Acids and Vitamins,
b2727136-70f5-470b-81a2-26aeff3f346f,TRUE,"Levonorgestrel, Ethinylestradiol",
71eb922d-5a51-415a-a838-8a815280abfa,TRUE,Levonorgestrel,
6533b40f-a783-435f-9c92-19d5e7343d98,TRUE,Medroxyprojesterone acetate,
c103ec05-577d-4f64-85ec-54c361895198,TRUE,"Rifampicine, Isoniazide, Ethambutol, pyrazinamide",
606f9339-1430-4a00-8515-55095ef66c3b,TRUE,"Rifampicine, Isoniazide",
03fd8509-dd26-4e5f-bb17-70b66dcb5ad4,TRUE,Paracetamol & Chlorzoxasone,
0aa49771-8ef2-49cb-aa5d-0e2c842a0a1b,TRUE,Sevoflurane,
20cd9b9c-9821-43f9-b6e7-531796b7a624,TRUE,Succinylcholine,
f296897c-9b91-41e7-9af0-46a3ac07b9ce,TRUE,Rocuronium,
1b5edd5a-bf63-4fdd-8913-bfbf107a19ab,TRUE,Vecuronium,
86852158-699f-4522-af42-205a9bc758ca,TRUE,Neostigmine,
12b05d95-1ff2-49bf-b09e-706681e2f2d0,TRUE,Fentanyl,
1f70df91-2f8e-4d68-a40f-a2a47a2c2761,TRUE,Thiopental,
bc09e8b4-cd8f-4ffc-ae74-5db1d76aed11,TRUE,Bupivacaine spinal heavy,
5c07fc3a-5bcd-4282-9717-f0a3fbfe6f7e,TRUE,Lidocaine & Epinephrine,
8652f96c-4a08-4545-a466-42b485ea07b2,TRUE,Diphenidramine,
388ee6dc-41a5-478a-bc7c-2fdc9057ad23,TRUE,Complex B,
ced8473f-fd48-4058-a44b-7d8fb1a28c31,TRUE,"Complex B (B1, B6, B12)",
6ccf5902-c320-4367-88e4-211722dbfef8,TRUE,Multivitamin,
82cc193d-f772-4868-9c7f-5260500c7540,TRUE,Multivitamin & Lysine,
a5f95187-9584-4bf6-abb7-536325edbca6,TRUE,Ascorbic acid (Vit C),
f2bbf84c-646b-40a6-8265-6f6f9de694ab,TRUE,Phytomenadione (Vit K),
d58883a6-cd22-4d66-96dc-a2d3eace3d2e,TRUE,Proteines,
a7587ce7-f402-4ee3-b36b-4ab78d93d221,TRUE,Zinc,
d2b1ec52-b6e8-4646-be5b-6c5a850233b4,TRUE,Heparin,
cb8afacc-1b2c-493a-aad2-b67e69c73973,TRUE,Clopidogrel,
4b0d1e15-abe9-4954-8a77-08c52f621a12,TRUE,Nitroglycerin,
24a723ac-3117-4772-aa2f-180bd7e2f026,TRUE,Amiodarone,
b78b18d6-b1ac-48dc-8111-5ab4ba588514,TRUE,Nitroglycerin (Glycerine Trinitrate),
91e206fa-fc82-43e1-a72b-dd1653b41428,TRUE,Isosorbide dinitrate,
b87151c8-136b-4986-90bd-ca472176a08c,TRUE,Hydralazine,
2abaf024-1a07-4828-ad80-cff39e62c1f4,TRUE,Methyldopa,
f9c6a3f8-a5d0-4034-ac77-e413c4b3c620,TRUE,Labetalol,
428df146-4254-42d2-90cb-9a5d1bb95e3b,TRUE,Nicardipine,
2a1522a5-45f4-4cdd-ab7e-475724bdf32a,TRUE,Sprironolactone,
0d935b47-6288-4856-b0b5-aa0f168dce69,TRUE,Nifedepine SR,
ba3cd2c4-d28f-4546-86d6-f6906fffc046,TRUE,Carvedilol,
8d8f4ed5-37b7-4eeb-b1d1-47ec84fedb18,TRUE,Metoprolol tartrate,
40e6108c-3561-4478-9df7-e5385277edd4,TRUE,Propranalol,
